refid	reference
1410	McLeod, J. D., & Kaiser, K. (2004). Childhood emotional and behavioral problems and educational attainment. American Sociological Review 69 , , 636-658.
1410	McLoyd, V. C. (1990). The impact of economic hardship on Black families and children: Psychological distress, Child parenting, and socioemotional development. Development 61 , , 311-346.
1410	Melby, J. N., & Conger, R. D. (2001). The Iowa Inter- actional Rating Scale: Instrument summary. In P. K. Family observational coding Kerig & K. M. Lindahl (Eds.), systems: Resources for systemic research (pp. 33-58). Mahwah, NJ: Erlbaum.
1410	Meredith, W. (1993). Measurement invariance, factor anal- Psychometrika 58 ysis and factorial invariance. , , 525-543.
1410	Mistry, R. S., Vandewater, E. A., Huston, A. C., & McLoyd, V. C. (2002). Economic well-being and chil- dren's social adjustment: The role of family process in Child Devel- an ethnically diverse low- income sample. opment 73 , , 935-951. Mplus user's guide
1410	Muthen, L. K., & Muthen, B. O. (2006). (4th ed.). Los Angeles: Authors.
1410	Parke, R. D., Coltrane, S., Duffy, S., Buriel, R., Dennis, J., Powers, J., et al. (2004). Economic stress, parenting, and child adjustment in Mexican American and European Child Development 75 American families. , , 1632-1656.
1410	Rowe, D. C., & Rodgers, J. L. (1997). Poverty and behav- ior: Are environmental measures nature and nurture? Developmental Review 17 , , 358-375.
1410	Sameroff, A. J. (1998). Environmental risk factors in Pediatrics 102 infancy. , , 1287-1292.
1410	Sameroff, A. J., Seifer, R., Barocas, R., Zax, M., & Greenspan, S. (1987). Intelligence quotient scores of 4-year-old children: Socialenvironmental risk factors. Pediatrics 79 , , 343-350.
1410	Sin, N. L., & Lyubomirsky, S. (2009). Enhancing well- being and alleviating depressive symptoms with posi- tive psychology interventions: A practice-friendly Journal of Clinical Psychology 65 meta-analysis. , , 467-487.
1410	Solantaus, T., Leinonen, J., & Punamaki, R. L. (2004). ¨ Children's mental health in times of economic Developmental recession: Replication and extension of the family economic stress model in Finland. , Psychology 40 , 412-429.
1410	Tamis-LeMonda, C. S., Shannon, J. D., Cabrera, N. J., & Lamb, M. E. (2004). Fathers and mothers at play with their 2- and 3-year-olds: Contributions to language and cognitive development. Child Development 75,, 1806-1820.
1410	Teachman, J. D., Paasch, K. M., Day, R. D., & Carver, K. P. (1997). Poverty during adolescence and subsequent educational attainment. In G. J. Duncan & J. Brooks- Consequences of growing up poor Gunn (Eds.), (pp. 382- 418). New York: Russell Sage Foundation.
1410	Vaughn, B.E., & Waters, E. (1990). Attachment behavior Child at home and in laboratory: Q-sort observations and strange situation classification of one-year-olds. , Development 61 , 1965-1973.
1410	Waters, E. (1987). . Unpublished instrument, State University of New York at Stony Brook, Department of Psychology. Expressive vocabulary test
1410	Williams, K. T., & Wang, J. (1997). the Peabody Picture Vocabulary Test-Third Edition (PPVT- III) . Circle Pines, MN: American Guidance Service.
1410	Yeung, W. J., Linver, M. R., & Brooks-Gunn, J. (2002). Child Devel- How money matters for young children's development: Parental investment and family processes. opment 73 ,, 1861-1879.
1447	and J. Thalhamer for trapping the animals and Mrs Aufschneiter for animal care. This work was sup- ence Foundation and the Fiirderungsgesellschaft, University ported by grant P6726M from the Austrian Sci- Stiftungs- 
1447	und of Salzburg. 
1447	ll1~-119. 
1447	Leikermoser. P. and P.M. Eckl, 1994. Assessment of the 191 genotoxic potential of urban air samples in the primary rat hepatocyte assay. Proc. 1st Int. Cong. on Environ- mental Medicine, Duisburg, Germany, Zentralblatt fiir Hygiene und Umweltmedizin, 195/3, pp. 192. Goggle, J.E. Effect of cell cycle on recovery from radia- UOI tion damage in the mouse liver, 1968. Nature, 217: 180- 
1447	182. Tates, A.D., J.J. Broerse, 1. Neuteboom and N. de Vogel, 1111 
1447	1982. Differential persistence of chromosomal damage induced in resting rat-liver by X-rays and 4.2 MeV neu- trons. Mutat. Res., 92: 275-290. Floot, B.G.J., E.J. Philippus. A.A.M. Hart and L. den P21 
1447	Engelse. 1979. Persistence and accumulation of (potential) single strand breaks in liver DNA of rats treated with diethylnitrosamine or dimethylnitrosamine: correlation with hepatocarcinogenicity. Chem. Biol. Interactions, 25: 229-242. Eckl, P.M., T. Alati and R.L. Jirtle, 1991. Effect of a [I31 purified diet on sister chromatid exchange frequencies and mitotic activity in adult rat hepatocytes. Carcinogenesis, 
1447	12: 643-646. 
1447	Michalopoulos, G., D. Cianciulli, A.R. Novotny. A.D. [I41 
1447	Kligerman, S.C. Strom and R.L. Jirtle, 1982. Liver regen- eration studies with rat hepatocytes in primary culture. Cancer Res., 42: 4673-4682. 
1447	Reisenbichler. H. and P.M. Eckl, 1993. Genotoxic effects u51 
1447	of selected peroxisome proliferators. Mutat. Res.. 286: 
1447	135-144. Eckl. P.M., 1993. Occurrence and possible consequences [I61 of multipolar mitoses in primary cultures of adult rat hepatocytes. J. Cell Physiol., 154: 601.--607. [17] Thompson, R.A., G.D. Schroder and T.H. Connor. 1988. Sigmodon Chromosomai aberrations in the cotton rat, &ispi&, exposed to hazardous waste. Environ. Mol. Mu- 
1447	tagen.. 11: 359-367. [18] Greig-Smith. P.W. and G.E. Westlake, 1988. Approaches 
1447	to hazard assessment for small mammals in cereal fields: 
1447	Effects of pesticides. BCPC Mono No. 40. [I91 Giulotto, E., A. Mottura, R. Giorgi, L. de Carli and F. 
1447	Nuzzo, 1980. Frequencies of sister-chromatid exchanges in relation to cell kinetics in lymphocyte cultures. Mutat. Res., 70: 343-350. [20] Mavournin, K.H.. D.H. Blakey. M.C. Cimino. M.F. Salamone and J.A. Heddle, 1990. The in vi vo micronu- cleus assay in mammalian bone marrow and peripheral blood. A report of the U.S. Environmental Protection Agency Gen-Tox Program. Mutat. Res., 239: 29-80. [21] Henderson, L., J. Fedyk, S. Windebank and M. Smith, 
1447	1993. Induction of micronuclei in rat bone marrow and peripheral blood following acute and subchronic adminis- tration of azathioprine. Mutat. Res., 291: 79-85. [22] Anwar, W.A., M.M. Khalil and C.P. Wild, 1994. Mi- cronuclei, chromosomal aberrations and afldtoxin-albu- min adducts in experimental animals after exposure to aflatoxin Bl. Mutat. Res., 322: 61-67. 
1447	Autio, K., L. Renzi, J. Catalan, O.E. Albrecht and M. Sorsa, 1994. Induction of micronuclei in peripheral blood and bone marrow erythrocytes of rats and mice exposed to 1,3-butadiene by inhalation. Mutat. Res., 309, pp. 315-320.
1447	Lutz, W., 1989. Fllchendeckendes Entsorgungskonzept mit Getrennt sammlung, Kompostierung und thermischer Verwertung. Tagungsband VDI- Seminar 'Abfallverwer- tung und Entsorgung', Salzburg.
1447	Kaezun, E.A. and H.H. Heck. Sources and fates of lead and cadmium in municipal solid waste, 1990. J. Air, Waste Manage. Assoc., 40: 1220-1226.
1447	Chu, F.S., 1991. Mycotoxins: food contamination, mech- anism, carcinogenic potential and preventive measures. Mutat. Res., 259: 291-306.
1494	Aigner B, Rathkolb B, Klaften M, Sedlmeier R, Klempt M, Wagner S, Michel D, Mayer U, Klopstock T, Hrabe de Angelis M, Wolf NN E (2009) Generation of -ethyl- -nitrosourea-induced mouse mutants with deviations in plasma enzyme activities as novel organ-specific disease models. Exp Physiol 94:412-421
1494	Alexander WS, Viney EM, Zhang JG, Metcalf D, Kauppi M, Hyland CD, Carpinelli MR, Stevenson W, Croker BA, Hilton AA, Ellis S, Selan C, Nandurkar HH, Goodnow CC, Kile BT, Nicola NA, Roberts AW, Hilton DJ (2006) Thrombocytopenia and kidney C1galt1 disease in mice with a mutation in the gene. Proc Natl Acad Sci USA 103:16442-16447
1494	Andrews NC (2009) Genes determining blood cell traits. Nat Genet 41:1161-1162
1494	Barbaric I, Wells S, Russ A, Dear TN (2007) Spectrum of ENU- induced mutations in phenotype-driven and gene-driven screens in the mouse. Environ Mol Mutagen 48:124-142
1494	Boles MK, Wilkinson BM, Wilming LG, Liu B, Probst FJ, Harrow J, Grafham D, Hentges KE, Woodward LP, Maxwell A, Mitchell K, Risley MD, Johnson R, Hirschi K, Lupski JR, Funato Y, Miki H, Marin-Garcia P, Matthews L, Coffey AJ, Parker A, Hubbard TJ, Rogers J, Bradley A, Adams DJ, Justice MJ (2009) Discovery of candidate disease genes in ENU-induced mouse mutants by large-scale sequencing, including a splice-site mutation in nucleoredoxin. PLoS Genet 5:e1000759
1494	Carpinelli MR, Hilton DJ, Metcalf D, Antonchuk JL, Hyland CD, Mifsud SL, Di Rago L, Hilton AA, Willson TA, Roberts AW, Ramsay RG, Nicola NA, Alexander WS (2004) Suppressor screen in Mpl-/- mice: c-Myb mutation causes supraphysiolog- ical production of platelets in the absence of thrombopoietin signaling. Proc Natl Acad Sci USA 101:6553-6558
1494	Champy MF, Selloum M, Zeitler V, Caradec C, Jung B, Rousseau S, Pouilly L, Sorg T, Auwerx J (2008) Genetic background determines metabolic phenotypes in the mouse. Mamm Genome 19:318-331
1494	Chan ER, Lavender H, Li G, Haviernik P, Bunting KD, Adams MD (2009) An ENU-induced recessive mutation in Mpl leads to thrombocytopenia with overdominance. Exp Hematol 37: 276-284 N N
1494	Cordes SP (2005) -ethyl- -nitrosourea mutagenesis: boarding the mouse mutant express. Microbiol Mol Biol Rev 69:426-439
1494	Du X, She E, Gelbart T, Truksa J, Lee P, Xia Y, Khovananth K, Mudd S, Mann N, Moresco EM, Beutler E, Beutler B (2008) The serine protease TMPRSS6 is required to sense iron deficiency. Science 320:1088-1092
1494	Feng J, Wang H, Morse HC III (2007) Functional deficiency in IL-7 N N caused by an -ethyl- -nitrosourea-induced point mutation. Genetics 175:545-551
1494	Gailus-Durner V, Fuchs H, Becker L, Bolle I, Brielmeier M, Calzada- Wack J, Elvert R, Ehrhardt N, Dalke C, Franz TJ, Grundner- Culemann E, Hammelbacher S, Holter SM, Holzlwimmer G, Horsch M, Javaheri A, Kalaydjiev SV, Klempt M, Kling E, Kunder S, Lengger C, Lisse T, Mijalski T, Naton B, Pedersen V, Prehn C, Przemeck G, Racz I, Reinhard C, Reitmeir P, Schneider I, Schrewe A, Steinkamp R, Zybill C, Adamski J, Beckers J, Behrendt H, Favor J, Graw J, Heldmaier G, Hofler H, Ivandic B, Katus H, Kirchhof P, Klingenspor M, Klopstock T, Lengeling A, Muller W, Ohl F, Ollert M, Quintanilla-Martinez L, Schmidt J, Schulz H, Wolf E, Wurst W, Zimmer A, Busch DH, Hrabe de Angelis M (2005) Introducing the German Mouse Clinic: open access platform for standardized phenotyping. Nat Methods 2:403-404
1494	Ganesh SK, Zakai NA, van Rooij FJ, Soranzo N, Smith AV, Nalls MA, Chen MH, Kottgen A, Glazer NL, Dehghan A, Kuhnel B, Aspelund T, Yang Q, Tanaka T, Jaffe A, Bis JC, Verwoert GC, Teumer A, Fox CS, Guralnik JM, Ehret GB, Rice K, Felix JF, Rendon A, Eiriksdottir G, Levy D, Patel KV, Boerwinkle E, Rotter JI, Hofman A, Sambrook JG, Hernandez DG, Zheng G, Bandinelli S, Singleton AB, Coresh J, Lumley T, Uitterlinden AG, Vangils JM, Launer LJ, Cupples LA, Oostra BA, Zwaginga JJ, Ouwehand WH, Thein SL, Meisinger C, Deloukas P, Nauck M, Spector TD, Gieger C, Gudnason V, van Duijn CM, Psaty BM, Ferrucci L, Chakravarti A, Greinacher A, O'Donnell CJ, Witteman JC, Furth S, Cushman M, Harris TB, Lin JP (2009) Multiple loci influence erythrocyte phenotypes in the Charge Consortium. Nat Genet 41:1191-1198
1494	Greig KT, Antonchuk J, Metcalf D, Morgan PO, Krebs DL, Zhang JG, Hacking DF, Bode L, Robb L, Kranz C, de Graaf C, Bahlo M, Nicola NA, Nutt SL, Freeze HH, Alexander WS, Hilton DJ, Kile BT (2007) Agm1/Pgm3-mediated sugar nucleotide synthe- sis is essential for hematopoiesis and development. Mol Cell Biol 27:5849-5859
1494	Grosse J, Braun A, Varga-Szabo D, Beyersdorf N, Schneider B, Zeitlmann L, Hanke P, Schropp P, Muhlstedt S, Zorn C, Huber M, Schmittwolf C, Jagla W, Yu P, Kerkau T, Schulze H, Nehls M, Nieswandt B (2007) An EF hand mutation in Stim1 causes premature platelet activation and bleeding in mice. J Clin Invest 117:3540-3550 
1494	Hrabe de Angelis M, Flaswinkel H, Fuchs H, Rathkolb B, Soewarto D, Marschall S, Heffner S, Pargent W, Wuensch K, Jung M, Reis A, Richter T, Alessandrini F, Jakob T, Fuchs E, Kolb H, Kremmer E, Schaeble K, Rollinski B, Roscher A, Peters C, Meitinger T, Strom T, Steckler T, Holsboer F, Klopstock T, Gekeler F, Schindewolf C, Jung T, Avraham K, Behrendt H, Ring J, Zimmer A, Schughart K, Pfeffer K, Wolf E, Balling R (2000) Genome-wide, large-scale production of mutant mice by ENU mutagenesis. Nat Genet 25:444-447 
1494	Hrabe de Angelis M, Michel D, Wagner S, Becker S, Beckers J (2007) Chemical mutagenesis in mice. In: Fox JG, Barthold SW, Davisson MT, Newcomer CE, Quimby FW, Smith AL (eds) The mouse in biomedical research. History, wild mice, and genetics, vol 1. Academic Press, Burlington, pp 225-260
1494	Huang HW, Chiang YJ, Hung SI, Li CL, Yen JJ (2007) An IL-7 splicing-defect lymphopenia mouse model revealed by genome- wide mutagenesis. J Biomed Sci 14:169-181
1494	Kauppi M, Murphy JM, de Graaf CA, Hyland CD, Greig KT, Metcalf D, Hilton AA, Nicola NA, Kile BT, Hilton DJ, Alexander WS (2008) Point mutation in the gene encoding p300 suppresses thrombocytopenia in Mpl-/- mice. Blood 112:3148-3153
1494	Keays DA, Clark TG, Campbell TG, Broxholme J, Valdar W (2007) Estimating the number of coding mutations in genotypic and NN phenotypic driven -ethyl- -nitrosourea (ENU) screens: revis- ited. Mamm Genome 18:123-124
1494	Kile BT, Hentges KE, Clark AT, Nakamura H, Salinger AP, Liu B, Box N, Stockton DW, Johnson RL, Behringer RR, Bradley A, Justice MJ (2003a) Functional genetic analysis of mouse chromosome 11. Nature 425:81-86
1494	Kile BT, Mason-Garrison CL, Justice MJ (2003b) Sex and strain- related differences in the peripheral blood cell values of inbred mouse strains. Mamm Genome 14:81-85
1494	Kile BT, Panopoulos AD, Stirzaker RA, Hacking DF, Tahtamouni LH, Willson TA, Mielke LA, Henley KJ, Zhang JG, Wicks IP, Stevenson WS, Nurden P, Watowich SS, Justice MJ (2007) Mutations in the cofilin partner Aip1/Wdr1 cause autoinflam- matory disease and macrothrombocytopenia. Blood 110: 2371-2380
1494	Klempt M, Rathkolb B, Aigner B, Wolf E (2006a) Clinical chemical screen. In: Hrabe de Angelis M, Chambon P, Brown S (eds) Standards of mouse model phenotyping. Wiley-VCH, Wein- heim, pp 87-107 
1494	Klempt M, Rathkolb B, Fuchs E, Hrabe de Angelis M, Wolf E, Aigner B (2006b) Genotype-specific environmental impact on the variance of blood values in inbred and F1 hybrid mice. Mamm Genome 17:93-102
1494	Lambe T, Simpson RJ, Dawson S, Bouriez-Jones T, Crockford TL, Lepherd M, Latunde-Dada GO, Robinson H, Raja KB, Campa- gna DR, Villarreal G Jr, Ellory JC, Goodnow CC, Fleming MD, McKie AT, Cornall RJ (2009) Identification of a Steap3 endosomal targeting motif essential for normal iron metabolism. Blood 113:1805-1808
1494	Levy JE, Jin O, Fujiwara Y, Kuo F, Andrews NC (1999) Transferrin receptor is necessary for development of erythrocytes and the nervous system. Nat Genet 21:396-399
1494	Loeb WF, Quimby FW (1999) The clinical chemistry of laboratory animals. Taylor and Francis, Philadelphia
1494	Loughran SJ, Kruse EA, Hacking DF, de Graaf CA, Hyland CD, Willson TA, Henley KJ, Ellis S, Voss AK, Metcalf D, Hilton DJ, Alexander WS, Kile BT (2008) The transcription factor Erg is essential for definitive hematopoiesis and the function of adult hematopoietic stem cells. Nat Immunol 9:810-819
1494	Majewski IJ, Metcalf D, Mielke LA, Krebs DL, Ellis S, Carpinelli MR, Mifsud S, Di Rago L, Corbin J, Nicola NA, Hilton DJ, Alexander WS (2006) A mutation in the translation initiation codon of Gata-1 disrupts megakaryocyte maturation and causes thrombocytopenia. Proc Natl Acad Sci USA 103:14146- 14151
1494	Majewski IJ, Blewitt ME, de Graaf CA, McManus EJ, Bahlo M, Hilton AA, Hyland CD, Smyth GK, Corbin JE, Metcalf D, Alexander WS, Hilton DJ (2008) Polycomb repressive complex 2 (PRC2) restricts hematopoietic stem cell activity. PLoS Biol 6:e93
1494	Mason KD, Carpinelli MR, Fletcher JI, Collinge JE, Hilton AA, Ellis S, Kelly PN, Ekert PG, Metcalf D, Roberts AW, Huang DC, Kile BT (2007) Programmed anuclear cell death delimits platelet life span. Cell 128:1173-1186 
1494	Mohr M, Klempt M, Rathkolb B, Hrabe de Angelis M, Wolf E, Aigner B (2004) Hypercholesterolemia in ENU-induced mouse mutants. J Lipid Res 45:2132-2137
